Ticker,year,Sector,CurrentRatio,QuickRatio,CashRatio,OperatingCashFlowRatio,equityRatio,DebtToEquity,DebtToAssets,InterestCoverage,AssetTurnover,ReceivablesTurnover,GrossMargin,GrossProfitMargin,OperatingMargin,ReturnOnEquity,ReturnOnAssets,EPS,PE,Result
ABBV,2022,Healthcare,0.9636062021802424,1.0847721578983005,0.31149705464147875,0.8444376735053152,0.12430387954324412,7.042888605540744,0.8754583768596232,8.43677130044843,0.4182414178163611,5.158521414608139,0.7000378957522306,0.20387914700106796,0.32407758294002137,0.6859858583516866,0.08527070350491697,6.690100127183461,13.234480685239426,0.1817466825238393
ACN,2019,Technology,1.3967407576422703,1.3967407576422703,0.5538700598884676,0.5990793079233433,0.4836880175415275,1.038391331311635,0.5022574444744322,274.575360362322,1.4506608620108574,5.338435326879776,0.30810329734252306,0.11058916029945427,0.14590008338074548,0.3316752964534408,0.1604273666090632,7.489619249390523,38.51464031079443,-0.1492181858476051
ACN,2020,Technology,1.4017476677362215,1.4017476677362215,0.6645820483803077,0.6487734341868449,0.45850002992292616,1.1516942759922393,0.5280518600045044,196.95939040246742,1.1954887015265114,5.648993130018866,0.31529644919436195,0.11523077370451024,0.1469451636505655,0.30045164458344137,0.13775708803190023,8.027407981116603,41.926360084139965,-0.1451771195133249
ACN,2021,Technology,1.2519369474577637,1.2519369474577637,0.5199721915017805,0.5713427963964556,0.45232362921089925,1.1817395919005211,0.5345287409906507,128.11014926376654,1.1704088557112828,5.194519712358242,0.3238280337778256,0.1168892313951079,0.15082164784158847,0.30245643324181004,0.1368081915621196,9.305797321249944,25.782851742095982,0.41121216741403743
ACN,2022,Technology,1.2332511161014903,1.2332511161014903,0.45024309076225427,0.544476341935422,0.46772135896303674,1.1090289706048064,0.5187165372606578,197.95395181741335,1.3032138617225721,5.230150444412838,0.31985975002072026,0.11165267633103418,0.15207868649544792,0.31109829111850906,0.14550731549302748,10.868480223810913,18.010797827201863,0.22827681971451264
ATVI,2019,Communication Services,2.5015437392795885,2.5125214408233276,1.9876500857632933,0.6281303602058319,0.6452506928697405,0.5497852401405701,0.3547493071302595,19.322222222222223,0.326984126984127,7.652122641509434,0.6773000462320851,0.231622746185853,0.2679919864385884,0.11737602499023819,0.07573696145124717,1.9595827900912646,39.232839583081564,0.021326015741381973
ATVI,2020,Communication Services,3.4080645161290324,,2.7893548387096776,0.7264516129032258,0.6506988619152712,0.5368092039635566,0.3493011380847289,28.565656565656564,0.34990696265524257,7.686311787072244,0.720504575810042,0.2717041800643087,0.34974029186247835,0.1461062711977123,0.09507118438703535,2.8495460440985734,23.347578087773275,0.15216737264974695
ATVI,2021,Communication Services,5.207797594359187,,4.323102447117379,1.0012442969722106,0.7023866538952745,0.42371725666231036,0.2976133461047254,30.88888888888889,0.3513330140485313,9.056584362139917,0.7367942746790866,0.3066000227195274,0.378961717596274,0.15336098641968293,0.10771871008939975,3.4736164736164734,26.730066252090438,-0.2823085116556906
ATVI,2022,Communication Services,4.070042194092827,,1.9859353023909987,0.6244725738396625,0.702735273709966,0.4230109650262433,0.297264726290034,15.435185185185185,0.2749150933060658,6.25249169435216,0.7048352816153028,0.20098299681190224,0.22143995749202974,0.07862599386790002,0.05525325932147683,1.934782608695652,30.711459727769487,0.528626307199208
ADM,2019,Consumer Defensive,1.554317751565458,2.22200378622397,0.062035823503713415,-0.39697102082423186,0.43657522103779806,1.2866513952519782,0.5617201172807237,4.114427860696518,1.4695547423687978,12.419515943142528,0.06413944568176194,0.02132826033160109,0.025581539222964612,0.07179300291545189,0.03134304611678069,2.4757630161579893,36.21105935454282,-0.14248971000280908
ADM,2020,Consumer Defensive,1.5007149928500716,2.144923550764492,0.03662963370366296,-0.13122868771312288,0.40226070516301615,1.48115,0.5958084434522014,5.209439528023599,1.2943743840382953,12.912319422150883,0.06919431279620854,0.027534768083288013,0.027441535234247534,0.0886,0.03564029847744323,3.1870503597122304,21.207696367870874,0.37352071849034596
ADM,2021,Consumer Defensive,1.453845452888646,2.1136322216147256,0.042965190450154914,0.3004829597229816,0.40040259370101183,1.4845842416692618,0.5944313809320222,11.294339622641509,1.5186155052016532,14.771963264598856,0.07022956281012094,0.03177749885629157,0.03510891623362151,0.12052320149486141,0.04825780247969218,4.8375,10.420671803082605,0.3410713153090911
ADM,2022,Consumer Defensive,1.4637675168451076,2.0743664999379936,0.04286718200983837,0.14377247736761606,0.4062635928664637,1.4477845494976116,0.5881821527754542,10.636363636363637,1.6989995650282732,13.417360285374555,0.07454015518531648,0.042735042735042736,0.041474654377880185,0.17871849777631363,0.07260681901830227,7.93418647166362,5.841808563443373,0.07171999515729216
ADBE,2019,Technology,0.7929403201440421,0.7929403201440421,0.32355525093707216,0.539842079136724,0.5071742669440913,0.9717088684829426,0.49282573305590877,20.78772246746473,0.5380542230185335,7.278623594206184,0.8502662672024565,0.2642001192878499,0.2925462459730504,0.28028628258558397,0.14215398990482797,6.069324745882609,56.831691681974924,-0.04680633451730746
ADBE,2020,Technology,1.477866473149492,1.477866473149492,0.8124092888243831,1.0390058055152396,0.5462032614066875,0.8308202653799759,0.4537967385933125,36.525862068965516,0.5298962279690331,9.204577968526467,0.8661796705004663,0.4087659309916071,0.32926639726453216,0.396562123039807,0.2166035249547027,10.935550935550935,61.25434187392318,-0.48974853154470227
ADBE,2021,Technology,1.2505770340450086,1.2505770340450086,0.5545297172533179,1.0429890363531449,0.5431885760434639,0.840981279989187,0.4568114239565361,51.34513274336283,0.5794574354832789,8.405218317358893,0.8818498574596135,0.3054798859676908,0.3675641431738993,0.3258768669324863,0.1770125913145626,10.10901467505241,47.33102251809942,0.38970137966978896
ADBE,2022,Technology,1.106791338582677,1.106791338582677,0.5211614173228346,0.9643208661417323,0.5172464568378428,0.9333143548501885,0.4827535431621572,54.44642857142857,0.64811338118903,8.52590799031477,0.8770305577643985,0.27013518118823127,0.34635919572872886,0.3384812468863426,0.17507822565801584,,,0.5994836856198188
ADP,2019,Industrials,1.0525504402700772,1.0525504402700772,0.05974064981595393,0.08239318125396519,0.12891373840053286,6.7571251319468875,0.8710862615994671,18.956889915319476,0.3249951656452849,5.580822367072521,0.4059779774191416,0.1684235269919858,0.1808892773978389,0.42460045556399195,0.05473683205332353,5.270804597701149,39.849702145615744,0.011527094125955002
ADP,2020,Industrials,1.0477153080666255,1.0477153080666255,0.06334933248358593,0.10044943671041538,0.1468690556739988,5.8087862035395155,0.8531309443260012,24.243697478991596,0.35859621350423204,5.7529185270142955,0.3986941600330376,0.17561909915554733,0.1848753257479743,0.4287924620145336,0.06297634397620355,5.725394614670381,34.6910577322053,0.05749671961379022
ADP,2021,Industrials,1.0694845490723144,1.0694845490723144,0.06759977739744007,0.08120005880067621,0.11625608693423548,7.601700146381898,0.8837439130657645,48.61306532663317,0.29900046132554203,5.346850480310919,0.40750874305698415,0.17818692998697114,0.1990125488582596,0.45828115906245037,0.053277974268286434,6.095472671827352,24.426325472313692,0.3310547747779438
ADP,2022,Industrials,0.9935857806656067,0.9935857806656067,0.026039409920828444,0.05619240482462422,0.05113987714886425,18.55421201128577,0.9488601228511357,40.92063492063492,0.25443091764153725,5.061029458146723,0.41034493503256164,0.1837721621537407,0.2088555136634157,0.9143025454996434,0.04675731985374563,7.041308500477555,23.630550966253438,-0.08329151053991729
AAP,2019,Consumer Cyclical,1.2719790195953191,2.2618099641289215,0.09349996940394872,0.19360578260902578,0.3155152342195977,2.1694190693309054,0.6844847657804023,16.97278059050579,0.8631356555637295,14.081855746958892,0.43822687046239456,0.050148918483185145,0.06974763526182863,0.13718931745992835,0.043285319630796036,6.870366450775374,22.057046646912166,-0.19773454981375846
AAP,2020,Consumer Cyclical,1.3216933692951918,2.278329185915009,0.17601327173863782,0.20440669784344787,0.30064370222192643,2.326196399955949,0.6993562977780736,15.994262679691166,0.8536006512362373,13.475112633483512,0.44344663107376064,0.04878342969711728,0.07420177926270104,0.13850803143801735,0.04164156735899651,7.171423168673998,33.44942827117627,-0.38900432533153656
AAP,2021,Consumer Cyclical,1.2114100573576045,2.1107810791908665,0.1160989107402322,0.21470966875129216,0.25653906702763585,2.8980417742467055,0.7434609329723642,22.19356460532931,0.9019026162336565,14.049820832029228,0.4481499299553764,0.0560200596672719,0.07626094188673947,0.19694715101632168,0.05052463837547806,9.622477666021116,16.368964415790238,0.5191894500013239
AAP,2022,Consumer Cyclical,1.1259616389054872,2.0412141466847187,0.05014199157640163,0.13448225072708886,0.22284686202467166,3.487386499026801,0.7771531379753284,13.98650607128868,0.9281306907145178,15.966954522747216,0.44484300012138356,0.04499188774045646,0.06402230373827335,0.18738586429131224,0.041758351845099906,8.315885403721563,19.25952510004934,-0.0175110459102509
AES,2019,Utilities,1.02649136577708,1.1220565149136579,0.20192307692307693,0.48390894819466246,0.08903946742748454,9.485647530040053,0.8445970042796006,2.0504761904761906,0.30281145981930574,6.889114266396214,0.23054274217293158,0.029737952694081853,0.2113063107272549,0.10113484646194927,0.009004992867332383,0.4542728635682159,61.87911025447027,-0.19331446990079762
AES,2020,Utilities,1.009697873927639,1.0956732562476688,0.2030958597538232,0.5138008205893323,0.0761205675808456,11.345102505694761,0.8635956419963587,2.4354527938342967,0.279166546253215,7.430769230769231,0.2787784679089027,0.004761904761904762,0.2616977225672878,0.017463933181473046,0.0013293645059676907,0.07000000001521739,347.14284616825626,0.17820567016230043
AES,2021,Utilities,1.1318681318681318,1.2595097210481825,0.1992814877430262,0.40194420963651734,0.08488305069320147,10.14867762687634,0.8614507174711039,2.805708013172338,0.33798501349998483,7.856840620592384,0.24333542769948838,-0.036711246746252583,0.22942285252670316,-0.1461758398856326,-0.012407851227133452,-0.6100000002535453,-38.52459014792176,0.0248840225799196
AES,2022,Utilities,1.1774765059312895,1.3400092435680173,0.21167770759513171,0.4182714527807734,0.06352475041055183,13.89372178908494,0.8825952089252666,2.0957923008057295,0.32888460235122385,7.0133407448582545,0.20194975033684712,-0.043274946500752955,0.18554331457557263,-0.22404595814526057,-0.01423246357167062,,,0.1407111402057931
AFL,2019,Financial Services,0.8190560557405814,0.8190560557405814,0.04170322228941832,0.046464680880060644,0.18956195014662758,4.275320280396422,0.8104380498533724,20.49561403508772,0.14546894637620444,26.83937198067633,0.20001799937002204,0.14867479638212663,0.2102776402825901,0.11409233744259124,0.021627565982404694,4.450347110911163,16.084139067615205,-0.1551509504522492
AFL,2020,Financial Services,0.8969236237902118,0.8969236237902118,0.041532694575948034,0.04813300803024673,0.20328192578413676,3.91927649810781,0.7967180742158633,18.18595041322314,0.1339544237548914,27.781407035175878,0.18807090530885412,0.21606222302613728,0.19901419914985982,0.14237611371018208,0.028942490580667047,6.694670885047261,8.721862566846143,0.22701690484070955
AFL,2021,Financial Services,0.8909145556032632,0.8909145556032632,0.04337483898668957,0.04337483898668957,0.21107387236419495,3.7376778035064504,0.788926127635805,23.361344537815125,0.13915654238234884,31.634920634920636,0.24275874652191762,0.1972813939698034,0.253614924964649,0.13006345292154092,0.027452996661207804,6.420562426423324,6.926184696482399,0.3091928562178969
AFL,2022,Financial Services,0.786171650700001,0.786171650700001,0.038902098523042314,0.038270667048156515,0.17070303853698374,4.858126536999777,0.8292969614630162,21.371681415929203,0.1489196058526756,30.15610510046368,0.23596945312900416,0.21531443800932806,0.24755266260058428,0.187838139950816,0.03206454124273949,6.617665591289445,7.993755622150046,-0.1702489147459767
A,2019,Healthcare,1.533173076923077,1.8596153846153847,0.6644230769230769,0.4908653846153846,0.502327549724926,0.9907329401853412,0.49767245027507406,12.716216216216216,0.5462336013542107,5.551612903225807,0.5432887855897733,0.2074375363160953,0.18225837691264768,0.22556866048862678,0.11330935251798561,3.410828025477707,40.56199992203913,-0.045304712001568104
A,2020,Healthcare,2.3278800272665303,2.8186775732788,0.9822767552828903,0.6278118609406953,0.5061805339150306,0.9755797250153909,0.49381946608496935,10.846153846153847,0.5545860600394723,5.14354527938343,0.5313729162764562,0.13466941374789287,0.15845663982019104,0.14754771188179766,0.07468577957826945,2.3268608414239482,67.49866376301178,-0.12186605253149164
A,2021,Healthcare,2.2242388758782203,2.7101873536299768,0.8688524590163934,0.8694379391100703,0.5034096216721158,0.9864538875487103,0.49659037832788416,16.62962962962963,0.5902849135917796,5.3916382252559725,0.539167589808514,0.1914859946194018,0.21316664029118532,0.22453145295973279,0.11303129378794956,3.9802631578947367,26.44046227321152,0.47975199700817056
A,2022,Healthcare,2.030091348737238,2.587855991402472,0.5658248253627082,0.7049973132724342,0.5037030003797949,0.985296889726673,0.49629699962020507,19.261904761904763,0.6502088872009115,4.874021352313167,0.5435163551401869,0.18311915887850466,0.2362733644859813,0.23638077285579642,0.11906570451955943,,,0.33433529587560984
APD,2019,Basic Materials,2.5362732714591685,2.74951946839475,1.2349387665440168,1.6310066450656269,0.5835251388390312,0.6834424983715712,0.39880587875076545,15.837956204379562,0.4708332453491564,6.301328246432104,0.3300182757963426,0.19733375192007982,0.24328112211147115,0.1592241441702251,0.0929112908334565,7.989105764866092,29.13091935157776,0.1743220001322502
APD,2020,Basic Materials,3.593702155832333,3.7612032937476725,2.173625191376671,1.3508917118384574,0.4799570892186662,1.053444593453534,0.5056082007270993,20.47209515096066,0.3518803265987246,6.248271482997037,0.3385386673893161,0.21303478879441753,0.25265630116414306,0.15618636070133612,0.07496275105786995,8.529385171790235,30.026781554971976,-0.09714084010301414
APD,2021,Basic Materials,2.992497588510593,3.154656853988782,1.5965488907148726,1.1939194741166803,0.504099154107345,0.9432409876142012,0.4754869839756955,15.992947813822285,0.3843375826532436,6.237085372485046,0.30387484258452,0.20334205172914852,0.21968420032936162,0.15503297709698147,0.07815199261333175,9.472472924187725,31.444796700446027,-0.14361670754249306
APD,2022,Basic Materials,1.812828207051763,1.9611922211322061,0.7822147844653471,0.9320214669051878,0.4833667983201312,1.0263390139987827,0.4960982031876319,18.84765625,0.466987342144554,6.541623737894086,0.2646039720914117,0.17766525443749703,0.1899815727718016,0.17164485696895923,0.08296742496120268,10.162612612612612,21.831000458977016,0.32054099206197373
AKAM,2019,Technology,3.2186602166914744,3.2186602166914744,0.5678992580797766,1.526394129253349,0.5220518786804866,0.9155184395228158,0.4779481213195134,11.70875536828458,0.4129676150004438,5.242601138161006,0.658688762196241,0.16520327327355347,0.1997468911746095,0.13068356717053614,0.06822360175404595,2.9380293470310215,28.92074625005642,-0.15669809185072645
AKAM,2020,Technology,2.5449846340530486,2.5449846340530486,0.46548531332023163,1.6025429652980203,0.5475560043430494,0.8262972044289553,0.4524439956569506,10.151533564814814,0.41191337599962907,4.8452985522352785,0.6458351377624995,0.17418012731739516,0.21940003420728676,0.13103157248989486,0.07174712427535346,3.4282355837282292,34.14001110980989,-0.28053252223997516
AKAM,2021,Technology,2.4298802668721478,2.4298802668721478,0.67910560125313,1.7771607445393824,0.5566035150939226,0.7966110038512022,0.4433964849060774,11.159680362771663,0.4252810009690769,5.120712918278036,0.6333792997446278,0.18826929094138112,0.23321294236170279,0.143849886556642,0.08006735250328893,4.006036947099868,26.20794547084146,0.11286491350426794
AKAM,2022,Technology,2.40522526219122,2.40522526219122,0.6623008836589047,1.556631838098448,0.5251086301996772,0.904367863121467,0.47489136980032276,63.885544340302815,0.43556302237637595,5.32482634134563,0.6173758949570515,0.14479460849724635,0.19600271411088813,0.12010310566955042,0.06306717730086471,3.2916920717334324,26.241821947801316,0.20508988874999867
ALK,2019,Industrials,0.6363636363636364,0.6588566073102156,0.06904092471102781,0.5379568884723523,0.3333333333333333,2.0,0.6666666666666666,17.571428571428573,0.6758254444700993,27.185758513931887,0.22537296435485707,0.0875754469878146,0.1260676460539802,0.17755714615562226,0.05918571538520742,6.237883175561126,6.758703018451388,-0.04249827111543306
ALK,2020,Industrials,0.9331469834614489,0.9464244118332169,0.319124155602143,-0.05450733752620545,0.21272960273387442,3.7008032128514055,0.7872703972661256,-10.597701149425287,0.25388010821586215,7.429166666666666,-0.1160964666292765,-0.3712843522153674,-0.2585530005608525,-0.4431057563587684,-0.09426171151929374,-10.724989874443095,-4.857813301835535,-0.18766556695233838
ALK,2021,Industrials,0.9822099724379855,0.9977449260836883,0.11776497118516663,0.25808068153345026,0.27245358755644755,2.6703499079189688,0.7275464124435524,5.760683760683761,0.44269228012328865,11.311355311355312,0.2192357512953368,0.07739637305699482,0.1091321243523316,0.1257563799000263,0.0342627768618737,3.8220736748678665,13.605179916317992,-0.0013417614966658507
